2022-11-11|9|バラバラだったグループに仲間意識が芽生えそう。大きな目標の成功に向けて、時間と苦楽を共有することで、メンバーの気持ちが一致団結するでしょう。和やかムードで居心地のいい空間になりそうです。//ラッキーアイテム：ハンカチ//ラッキーカラー：シーグリーン;2|ふとしたことから、突然、幼なじみや付き合いの長い友人が素敵に見えてしまい、今さらホレるといったことがありそう。お互いを知り尽くした間柄だけに照れてしまいそうですが、素直に気持ちを伝えると◎です。;4|出費に気をつけていれば、お金に困ることなく過ごせる日。でも今日のあなたは趣味など好きなことには抑えが効かなそうです。趣味への投資は○ですので、その分節約する部分を作るようにしましょう。;3|仕事運は高め安定。日々の努力が買われ、皆のあなたへの信頼が高まりそう。大きな目標の成功に向けて、時間と苦楽を共有することで、バラバラな感のあった職場の雰囲気が団結するといったことがありそうです。;2|溜まった仕事を片付けられる日。今日は頭もすっきり冴え渡り、仕事や家事に没頭できる日です。「体調のよい日にやろう」「時間がかかるから後回し」と思っていたことを片付けるのに最適です。無理はしすぎず、適度の休憩を挟みながら進めましょう。;5
2022-11-12|12|相手の気持ちがわかり過ぎて苦労しそうです。でもちょっと待って。愚痴に無制限に付き合っているとストレスが溜まり不眠に。付き合いはほどほどにして吉。勘が冴える日ですが、感じたことをそのまま口にすると、トラブルを招きます。//ラッキーアイテム：ミルクチョコレート//ラッキーカラー：ライトブルー;1|相手に翻弄されてしまいがち。あなたは相手の自分本位なリードに疲れを感じているようです。少し相手と距離をおいて、今一度、ふたりの関係を考え直してみましょう。ひとりになれる時間を確保しましょう。;2|お金の流れを見直すのに適した日です。ムダな部分や節約できそうな部分を知ることで、貯蓄意欲がわいてきそうです。きっと、やりくり上手になれるはず！大きな目標をもってチャレンジしてみましょう。;4|今日はイマジネーションに恵まれそうな日です。かなり奇抜なことを思いつき、あなたとしては自信がなく、口に出すのをためらってしまいそうですが、とりあえず言うだけ言ってみましょう。意外と歓迎されそうです。;2|ゆっくり療養する日。今日は気分も体調も優れず、憂鬱な1日を過ごしそうです。できれば外出せずに自宅でゆっくりと療養することをオススメします。仕事に行くのなら、同僚にフォローをお願いするなど、ミスを予め防ぐ対策を行ってください。;1
2022-11-13|10|気持ちが伝わりやすい日。困っている人にはさり気なく、スマートに手を貸してあげられるあなた。今日はあなたの気遣いや思いやりの気持ちが余分に相手に伝わり、過分なお礼の言葉を頂くなど、戸惑うこともありそうです。//ラッキーアイテム：ポラロイド//ラッキーカラー：ブルーグレイ;2|気配り上手が今日はアダになりそう。あなたの気遣いや思いやりが、愛情と勘違いされるといったことがあるかも。もちろん相手の誤解は早めに解いておくこと。相手とのことが噂になったりするとやっかいです。;2|貯金や買いものなどで、後悔しそうな日です。ですが、しっかりと敗因を分析することで今度はもっと上手なお金の扱い方がわかってくるはずです。通帳や最近のレシートを見て、自分の欠点を探してみてください。;4|お互いが気持ちよく仕事ができる環境を整えましょう。キーワードは気遣いと優しさ。「ありがとう」や「お疲れさま」という言葉一つで雰囲気はガラリと変わるはずです。まずあなたから実践してみてください。;5|仕事に集中できず、周囲に迷惑をかけるようなきまぐれな行動を起こしてしまいそうです。体調も安定せず、体の重さを感じることもあるでしょう。今日は早めに仕事を切り上げ、自宅でじっくりと疲れを癒やすようにしましょう。;2
2022-11-14|10|今日は自分ひとりの時間を楽しんでみましょう。趣味に没頭するもよし、ただボンヤリするのもよし。やりたいことを思い切りやってください。ストレス解消にもなって一石二鳥です。運気とともに元気も復活します。//ラッキーアイテム：デオドラント//ラッキーカラー：ライラック;2|異性の友人の弱い部分を偶然に知ってしまいそう。その時点で相手に感じるのは、ほぼ100パーセント同情なのですが、それが愛情に変化するのはそう遠い日ではないかも。そのときは素直に気持ちを打ち明けて。;1|うまい話ほど疑ってかかった方がいいでしょう。冷静によくよく考えてみたらサギまがい、なんてこともありそうです。ノーリスクの話は断って正解です。油断してウッカリ片棒をかつがされないようにご用心！;2|進めていた仕事にストップがかかるなどうまくいかない事が多いようです。今日の作業はひとりの方がはかどるため、個人の仕事に没頭し、できれば定時退社しましょう。プライベートタイムを充実させてください。;2|思うように仕事がはかどらない日。ぼんやりとしたまま気付いたら時間が経っていることがあるでしょう。また、自分が何をすればよいのか不安な気持ちに襲われることもありそうです。今日は早めに帰宅をして、家でゆっくりと過ごしましょう。;1
2022-11-15|7|周囲からの影響で、何かやってみたいことが生まれそう。すぐにでも行動したいところですが、じっくり検討し長期計画で考えた方が成功率がアップします。思ったことが顔にでやすいのでポーカーフェイスで！//ラッキーアイテム：お弁当箱//ラッキーカラー：レッド;3|衝撃的な恋を体験しそうです。視線が合った瞬間、雷に打たれたようにビビッとくるものがあるでしょう。想いをうまく表現できない自分にイライラしそうですが、相手も同じ気持ちかもしれません。焦らずに。;3|気持ちが大きくなりがち。衝動買いに要注意です。気が付いたら財布が空、なんてことにもなりかねません。カードでの買い物も今日はやめておいた方がいいでしょう。そもそも多額のお金は持ち歩かないことです。;2|やりがいを見つけられそう。あなたが思いついたアイデアはとても斬新。しかしまだ実現には時期尚早のようです。実力をつけながら時期を待ちましょう。朝1番にその日のスケジュールを確認する習慣を付けると◎。;1|今までの悩みを解決できそうな健康法を見つけられるかもしれません。雑誌やテレビからの情報を見逃さないようにしましょう。いざ始める時には、無理をせず、自分のペースでスタートすれば効果を実感できるでしょう。;5
2022-11-16|3|心の中で長らく温めてきた計画が、いよいよ日の目を見るとき。アクティブに行動しましょう。あなたが頑張る姿に打たれ、協力を申し出る人が現れそうです。上司や先生など、年上の人に対する言葉づかいには注意しましょう。//ラッキーアイテム：コインケース//ラッキーカラー：ホワイト;5|おどおどしたところが消えて、自信が湧く日です。精神面が充足して、積極的に恋愛を進めていけるでしょう。心のエネルギーを原動力として、爽やかな気分で周囲と接するのが吉と出ます。特にサービス精神を発揮して、進んで人の喜ぶことをしてあげるのがオススメです。;4|今日は欲しかった品を購入すると吉です。品物の値段はともかく、あなたの物を見る目が確かになっているので、間違いなく上質のものをゲットできるでしょう。また、バーゲンセールにもいいものがありそうです;5|これまで計画を進めてきた企画を実行に移すチャンス。気力体力ともに充実しているので、今のところ疲れをあまり感じないようですが、睡眠時間だけは確保して。デスクの上にグリーンを置くとリフレッシュ効果あり。;3|あなたの思っている以上に体力が落ち込んでいる日です。やりたいことがあっても体力が追いつかず、必要以上に疲れが溜まってしまいそうです。今日は友人からお誘いがあっても体を休めるように心がけましょう。;3
2022-11-17|6|運気は高めで安定しています。今は向上心がわいてくるときなので、スキルアップや資格取得のための勉強を始めるといいでしょう。生活必需品にツキあり。食器やタオルなど、気に入ったものに新調してみては？//ラッキーアイテム：アンティーク//ラッキーカラー：グリーン;3|プライベートが充実する日です。恋愛にはあまり動きがないので、今日一日を準備期間と考えて、心身を休めることを優先してください。趣味に時間を費やすのでも構いません。ゆっくりお風呂に浸かったり、睡眠を取るのでもよいでしょう。;1|大きく入るものの、出るものも大きいというアップダウンの激しい運気です。友人から儲け話をふられる可能性あり。楽して稼げるというオイシイ話ではないようです。あなたに興味があれば受けてみてもいいでしょう。;2|幸運期です。仕事面は今まさにノリにノッた状態。多忙ながらも充実している、と感じているはず。周囲からの評価も高いでしょう。プライベートもオンオフの切り替えがうまく、質の高い自分の時間を楽しめそうです。;4|精神的に追い詰められ、人間関係にストレスを感じてしまう1日になりそうです。例えば、あなたの思いを無視され、押し切られてしまうかもしれません。一人で抱え込まず、友人などに愚痴を聞いてもらいましょう。;2
2022-11-18|6|豊かさを追求しましょう。買い物はデザインだけでなく、質のよさにも重点を。妥協せず、こだわりの一品を探してください。食事も今日は少し贅沢なものを食べましょう。自分の心を潤すことが幸運を呼び込みます。//ラッキーアイテム：色えんぴつ//ラッキーカラー：カーキ;3|異性の友人から告白されたり、友人経由で知り合った相手にふと恋心を感じたりと、自分でも予想していなかったことが起こりそう。どちらの場合も真剣にお付き合いする気持ちがあるなら、OKしましょう。;3|金運は良好です。しかしレジャーやギャンブルなどで、アッという間に形の残らないものに化けてしまう可能性がありそうです。定期預金にするなど「使いたくても使えない」状況に早目に持って行った方がよさそうです。;4|伸び盛りの時期。今までの経験を活かし、方法を組み合わせたり、あるいは発想を転換してみるなど、処理能力が格段にアップしています。仕事は多忙ながら、その中であなたは鍛えられ、確実に進歩しているようです。;3|今日は自分へ小さなご褒美をあげてみてはいかがでしょう。例えば、ワンランク上の食事などがよいでしょう。リッチな食事にパワーが甦り、大きな仕事を成し遂げる力を付けることができるでしょう。;2
2022-11-19|1|努力が実を結びます。今まで頑張ってきた事がある人は、ようやくその成果が出そうです。ダイエットが目標に達したり、試験にパスしたりといったことがあるでしょう。また、臨時収入が期待できそうです。//ラッキーアイテム：手帳//ラッキーカラー：オリーブグリーン;5|あなたの魅力が輝きを放ちそうです。同性異性を問わず、あなたを慕う人で周囲が賑やかになりそう。思い切って意中の人にアプローチしてみると好結果が期待できそうです。堂々とふるまうのが吉。大胆にいきましょう。;5|サイドビジネスが利益を上げるなど、思わぬ臨時収入が手に入りそうです。本業からの定収入があるなら、ここで得たお金は自分への特別なプレゼントを買ったり、また将来のための資金にしてもいいでしょう。;5|今日のあなたは、これまで陰ながらに努力してきたことが実を結び、周囲に認められ誇らしい思いをしそうです。もっと頑張ろう、という強い気持ちがわいてくるでしょう。これからもコツコツと地道な努力を忘れずに。;5|生活を見直すことで健康運が大きくアップします。特に食生活を見つめなおすと良いでしょう。普段ダメだと分かっているのにしてしまうことを改善することで、きちんとしたリズムで毎日を過ごせるでしょう。;1
2022-11-20|5|好奇心を刺激するような何かを見つけそう。本やネットを駆使して徹底的に調べてみましょう。情報通の友人に連絡を取ってみるのも◎。後日、役に立つことがありそうです。常にフットワークを軽くして、動き回りましょう。//ラッキーアイテム：日焼け止め//ラッキーカラー：ビビッドイエロー;4|恋愛が活性化する日です。消極的な面は抑えて、ひらめきのままに行動するのが恋をかなえるカギとなります。恋愛の先輩からよきアドバイスを受けるのもよいでしょう。大事な部分では慎重になりつつも、それ以外はスキップするような気持ちで行動しましょう。;4|金運好調。欲しかったものを安く手に入れられるなど、ツイています。また、今日は習い事やセミナー参加など、自分のスキルアップのための自己投資が◎です。出世払いと考えて出費を惜しまずに自分を磨きましょう。;3|今日はフットワークを軽く、を心がけてください。指示を待つではなく、指示をもらいに行くくらいの気持ちでいること。先手先手の行動がツキを呼び込みます。腕時計の針を5分早めておくと余裕のある行動ができます。;3|新しい習い事や勉強を始めるには今日がぴったりです。今日のあなたは何事にも意欲的に取り組み、新しいことをどんどん身に付けていくでしょう。ただ、途中で体力が無くならないよう、スケジュール管理には気を配ってください。;4
2022-11-21|6|何でも器用にこなせる日です。集中力が増し、面倒な仕事もはかどります。時間に余裕があれば、人に手を貸してあげましょう。あなたがピンチのとき、強力な味方になってくれます。気ままなドライブが吉です。//ラッキーアイテム：ポータブルスピーカー//ラッキーカラー：レモンイエロー;3|今日は口は災いの元、を実感しそう。ウッカリ相手のプライドを傷つける発言をしてしまったり、感情的になって暴言を吐いてしまったり。大ゲンカになる恐れがあるので今日は相手と一歩距離をおいて接しましょう。;1|金運は低調。ストレス発散の大散財をしてしまいそう。最初から財布には必要最低限のお金しか入れておかない方がいいでしょう。また、ギャンブル運はツキなしなので、今日のところは絶対手をださないことです。;2|可もなく不可もなくの仕事運。ソツなく仕事をやってのけそうです。また、今日のミスやトラブルは深刻なものではないでしょう。定時退社ができたら、久々に趣味に時間をつぎ込んでみては。明日の活力がわいてきます。;1|ストレスから解放され、健康運も上昇傾向。今日はなんでもやれそうな自信にあふれる日になるでしょう。時間がかかることや普段はできないことを今日のうちに済ませられるよう、1日のスケジュールを見直してみて下さい。;5
2022-11-22|11|家庭にツキがある日。今日は家族とのコミュニケーションを積極的に図りましょう。一緒に夕食を食べるのが◎。一家団らんの中にホッと安心できる気持ちを感じるでしょう。母親に何か教わったりすると、いい関係が築けます。//ラッキーアイテム：タオルハンカチ//ラッキーカラー：シルバー;2|幼なじみや友人、会社の同僚といった身近な異性が恋人に昇格、することがあるかも。お互いに相手をよく知っているので、気負うことなく楽しいムードで交際がスタートしそう。新たな魅力に気が付き、ドキリとすることも。;4|今日は買い物運が不調です。普段買わないようなデザインだったり、突飛なものを購入すると後で後悔する恐れがあります。今日は衝動買いは控えたほうがいいでしょう。ただし、交際運にツキがありますので、交際費は惜しまないようにしてください。;1|仕事運好調。友人や親戚から割のいい仕事を紹介してもらえそう。その仕事に興味があるなら、ぜひ引き受けてみましょう。ただし、あなたを押してくれた紹介者の顔にドロを塗らないよう、責任感をもってやり遂げること。;3|普段の疲れが表に出てきてしまうでしょう。今日のあなたは意欲的に物事に取り組めないかもしれません。仕事を早く切り上げて早めの就寝を心がけるなど、いつものあなたをねぎらってあげる日にしましょう。;1
2022-11-23|11|思い通りに行かない1日。今日のあなたは感情的になりやすいようです。ささいなことでイライラしたり、悲しくなったり。自分でも戸惑ってしまいそうです。こんな日もあるさと楽に考えて、やり過ごしましょう。//ラッキーアイテム：カットソー//ラッキーカラー：ベージュ;1|出会い運好調。でもいまひとつその波に乗りきれず、ひとりを選ぶことができないかも。お相手には何を一番に望むのかということを考えてみると、答えが見えてきそう。また、今日は家族に恋人を紹介するのにいい日です。;2|今日はぬか喜びさせられそう。思わぬ臨時収入に喜んだのもつかの間、お付き合いでそれ以上の出費がありそう。当てが外れてガッカリといったところですが、また近いうちに同様の特別収入が期待できそうです。;1|急に転勤や異動を命じられるかも。新しい環境への不安な気持ちもさることながら、今まで積み上げてきたものへの未練を拭いがたく感じそうです。しかしいずれ、悪い話ではなかったと思えそう。今は思いつめないこと。;1|今まで平気だったことも急に後先が気になり、不安になってしまうことがあるでしょう。精神的に疲れがたまっているのかもしれません。深呼吸やストレッチなど、その場でできるリラックスをこまめに実践してみてはいかがでしょう。;2
2022-11-24|1|エネルギーが満ち溢れ、パワフルに動ける1日になりそう。勢いがあるので、大抵のことは楽にこなせるはず。周囲からは一目置かれ、デキる人、という嬉しい評価を得られます。新しいことに手を出すのはNG。//ラッキーアイテム：カーディガン//ラッキーカラー：ゴールド;5|恋人以外の異性に一目惚れしてしまいそう。特に恋人に不満を感じているわけでも、気持ちが冷めてしまったわけではないのですが……。申し訳ない気持ちとときめきと、ふたつの心の間で悩んでしまいそうです。;5|趣味が思わぬ収入源になりそう。プロ級の腕を持っているなら、フリーマーケットなどで腕試しをしてみては。ネット店舗で気軽に開店してみるのもいいでしょう。また、高額の家電、家具などにツキがあります。;5|仕事運は新しい挑戦にツキ。今まで積み上げた経験と知識を活かして、新しいことに取り組んでみましょう。メキメキと成果が上がり、自分の進歩を強く感じることでしょう。サポートしてくれる同僚達には感謝の気持ちで。;2|ダイエットや体力づくりなどを始めたり、ステップアップするには今日がピッタリでしょう。ただ、事前に計画を立ててからスタートしてください。無理のないあなたに合った計画を立てられることが長続きへの近道です。;5
2022-11-25|12|今日は自己主張が強くなりそうです。また、感情的になってしまいがちなので、周囲と険悪なムードになってしまうことも。調和を心がけましょう。感情の高ぶりを抑えるには、大きく深呼吸するといいでしょう。//ラッキーアイテム：イヤーアクセサリー//ラッキーカラー：オレンジ;1|あなたの魅力が光る日。異性からの視線を一身に集めそうです。普段からオシャレにはちょっとうるさいあなたですが、今日は普段以上に気をつかって◎。カップルはお互いの服の色味を揃えると、気持ちが寄り添います。;5|勝負強い日です。大きく賭ければ、それにつり合うだけの利益が望めそうです。観察株のうち有望銘柄を買ってみたり、ギャンブルは賭け金を増やしてみたり。ただし、どちらもリスクがあるということをお忘れなく。;4|自己主張が強くなりすぎる傾向があるようです。周囲からしてみれば、「困った人」。今日1日は周囲との協調を強く意識してみてください。円滑な人間関係が保たれてこそいい仕事もできるというものです。;4|今日はいきなり激しい運動をしようとせず、自宅でできる軽めのストレッチ程度に留めておきましょう。張り切って激しい運動に挑戦しても続かないだけでなく、思わぬケガにつながってしまいます。;3
2022-11-26|10|向上心旺盛な今日は、自分磨きのためのアクションにツキがあるでしょう。適正なども踏まえた上で自分をよりステップアップさせることは何か考えてみましょう。自分の未知なる可能性を追求してみましょう。//ラッキーアイテム：ヘアブラシ//ラッキーカラー：グレー;2|モテ運があり、異性からの注目が集中する日です。しかし、肝心のあなたが気後れしてしまいそうです。自信を持って。カップルは恋人のハイテンションに、あなたがついていけないようです。翌日以降に期待しましょう。;4|今日は仕事で使うものの購入にツキがあります。量販店でなるべくお得に買い物をしましょう。同一メーカーにこだわるとラッキー。ネットオークションで掘り出し物を見つける可能性もあります。チェックしてみましょう。;3|仕事にも慣れ、今以上の難易度の仕事をしたいという意欲がわいてきているようです。それならば、あなたの能力を高めるための勉強を始めてみてはいかがでしょう。興味を持った講座への参加など検討してみましょう。;3|友人とささいなことで口げんかになったり、嫌みに感じることを言われたりしてしまいそうです。今日は言い合いになっても物事は解決せず、ストレスだけが溜まってしまいそうです。時間をおくか、素直に謝って相手に譲歩するようにしましょう。;2
